Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,Quarter,TransactionType,TradeAmount,PartyName
Josh Gottheimer,G000583,2/10/2025,1/17/2025,PAR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/17/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,MSFT,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Richard W. Allen,A000372,2/20/2025,1/17/2025,AZO,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,AAPL,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,JPM,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,LOW,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,PSX,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,AFL,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/17/2025,INTA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,GWW,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,ITW,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,CB,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Shelley Moore Capito,C001047,2/13/2025,1/17/2025,BLK,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,2/12/2025,1/17/2025,MRK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Thomas H. Kean Jr,K000398,2/19/2025,1/16/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/16/2025,RLI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/16/2025,MRK,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
John Boozman,B001236,2/8/2025,1/16/2025,TBLL,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,SHEL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,PANW,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,MA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,NSRGY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,GOOG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
David H. McCormick,M001243,2/9/2025,1/16/2025,RUM,Sale (Full),"$1,000,001 - $5,000,000",Senate,1000001,R,2025-Q1,sale,5000000,Republicans
Byron Donalds,D000032,2/10/2025,1/16/2025,MRK,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,D,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Byron Donalds,D000032,2/10/2025,1/16/2025,RLI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/16/2025,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/16/2025,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Byron Donalds,D000032,2/10/2025,1/16/2025,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,GMAB,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Byron Donalds,D000032,2/10/2025,1/16/2025,RLI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,DHI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Byron Donalds,D000032,2/10/2025,1/16/2025,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,META,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,TDG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/16/2025,HOG,Sale,"$100,001 - $250,000",Representatives,100001,R,2025-Q1,sale,250000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/16/2025,UNICY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,TLK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/16/2025,KO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
John Boozman,B001236,2/8/2025,1/16/2025,SPY,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,2/12/2025,1/15/2025,PEP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,MRK,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,MCK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,ABT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,MRNA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,MCK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,NEE,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,JNPR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,GS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,ABT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,GS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,AMT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,ABT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,WBA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,DOW,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,ENPH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,CAG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,CNI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,GS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,UBER,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,CSGP,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,VZ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,BMY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Debbie Dingell,D000624,1/27/2025,1/15/2025,DIS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,REGN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,CNI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,SYK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,CNI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,DLTR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,PFE,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,EL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,MNST,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,QRVO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,STZ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,ES,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,AVGO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,SBAC,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,MKTX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,DHR,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,HAS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,BA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,LW,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,CI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,CRL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,DG,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,MRK,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,CVS,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,HSY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,SOLV,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,SMCI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Jared Moskowitz,M001217,2/10/2025,1/15/2025,SYK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,MSCI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,COP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,NKE,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/15/2025,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Nancy Pelosi,P000197,1/17/2025,1/14/2025,TEM,Purchase,"$50,001 - $100,000",Representatives,50001,D,2025-Q1,purchase,100000,Democrats
Nancy Pelosi,P000197,1/17/2025,1/14/2025,AMZN,Purchase,"$250,001 - $500,000",Representatives,250001,D,2025-Q1,purchase,500000,Democrats
Nancy Pelosi,P000197,1/17/2025,1/14/2025,VST,Purchase,"$500,001 - $1,000,000",Representatives,500001,D,2025-Q1,purchase,1000000,Democrats
John Boozman,B001236,2/8/2025,1/14/2025,QQQ,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Nancy Pelosi,P000197,1/17/2025,1/14/2025,NVDA,Purchase,"$250,001 - $500,000",Representatives,250001,D,2025-Q1,purchase,500000,Democrats
Nancy Pelosi,P000197,1/17/2025,1/14/2025,GOOGL,Purchase,"$250,001 - $500,000",Representatives,250001,D,2025-Q1,purchase,500000,Democrats
John Boozman,B001236,2/8/2025,1/14/2025,NVDA,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,2/8/2025,1/14/2025,CRM,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,2/8/2025,1/14/2025,EBAY,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
John Boozman,B001236,2/8/2025,1/14/2025,MA,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Brad Knott,K000405,2/25/2025,1/14/2025,CMPO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,2/8/2025,1/14/2025,CSCO,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,GDDY,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,TMUS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CMG,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,FIX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MOH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,WSC,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,AMD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,AAON,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CRWD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,SBAC,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PCTY,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ICE,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,DIS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,HEI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,TDG,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,DBX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,NFLX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MANH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CDW,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,WTW,Purchase,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,purchase,50000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,KMX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,APPF,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CDNS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,2/12/2025,1/13/2025,PPG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,DRI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,BA,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,NVR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ZS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,SAIA,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MEDP,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,UNH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ANET,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ADBE,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CELH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,KLAC,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CVX,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,IR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,AXON,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,LIN,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MSCI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CHDN,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PSTG,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ANSS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PANW,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,STZ,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,URI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,LW,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,GPK,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,HQY,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,IBP,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,2/15/2025,1/13/2025,HOG,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CRM,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,SNPS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,SMCI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,CI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,BRO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,GOOG,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,PWR,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
August Lee Pfluger Ii,P000048,2/15/2025,1/13/2025,WBD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,LULU,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,MA,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,LNTH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ACN,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,2/15/2025,1/13/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/13/2025,ELV,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/13/2025,WAB,Sale,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,sale,50000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/13/2025,RCL,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
